"imdb_id" "name" "gross" "date" "theater" "time" "num_of_shows" "ticket_price" "num_of_attendees" "day" "avg_attendence"
"119" "tt3162938" "THE TRUE COST, featuring a post-film discussion with Hiroko Kurihara, Lewis Perkins, Lynda Grose, and Matt Reynolds (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/1667750>Purchase Tickets Online</a>)" 1120 2015-07-14 2 "19:00" 1 10 112 "Tuesday" 112
"120" "tt3233704" "BECOMING BULLETPROOF, featuring a post-film Q&A (<a target=”_blank” href=http://brownpapertickets.com/event/2266168>Purchase Tickets Online</a>)" 62 2015-10-06 1 "18:30" 1 10 6 "Tuesday" 6
"121" "tt3238136" "F-R-E-E, co-presented by The Berkeley FILM Foundation and featuring a performance by Destiny Arts and a post-film Q&A with the filmmakers (<a target=”_blank” href=http://brownpapertickets.com/event/1362582>Purchase Tickets Online</a>)" 659 2015-04-07 2 "19:00" 1 10 66 "Tuesday" 66
"122" "tt3242930" "ANGEL AZUL, co-presented by the Berkeley FILM Foundation and featuring a post-film Q & A (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/2490097>Purchase Tickets Online</a>)" 525 2016-02-16 2 "19:00" 1 10 52 "Tuesday" 52
"123" "tt3243102" "HAVANA CURVEBALL, co-presented by The Berkeley FILM Foundation and features a post-film Q&A (<a target=”_blank” href=http://brownpapertickets.com/event/1084970>Purchase Tickets Online</a>)" 1200 2015-02-03 2 "19:00" 1 10 120 "Tuesday" 120
"124" "tt3244466" "LOVE THY NATURE, featuring a post-film Q&A with director Sylvie Rokab (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/1290521>Purchase Tickets Online</a>)" 407 2015-04-14 2 "19:00" 1 10 41 "Tuesday" 41
"125" "tt3246410" "DOGTOWN REDEMPTION, co-presented by the Berkeley FILM Foundation and featuring a post-film Q&A with director Amir Soltani (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/190?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 1550 2016-03-01 1 "18:45" 1 10 155 "Tuesday" 155
"126" "tt3263996" "THE OVERNIGHTERS, featuring a post-film Q&A with director Jesse Moss (<a target=”_blank” href=http://brownpapertickets.com/event/923291>Purchase Tickets Online</a>)" 236 2014-11-09 2 "15:00" 1 10 24 "Sunday" 24
"127" "tt3280234" "GHOST TOWN TO HAVANA, co-presented by The Berkeley FILM Foundation with post-film Q&A with director Eugene Corr (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/685907>Purchase Tickets Online</a>)" 710 2014-06-03 2 "19:00" 1 10 71 "Tuesday" 71
"128" "tt3301806" "SAYAMA, pre-film discussion led by the Asian Prisoner Support Committee & East Point Peace Academy (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/1093011>Purchase Tickets Online</a>)" 149 2015-02-24 2 "19:00" 1 10 15 "Tuesday" 15
"129" "tt3302820" "COWSPIRACY (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/764123>Purchase Tickets Online</a>)" 1372 2014-08-19 2 "19:00" 1 10 137 "Tuesday" 137
"130" "tt3316960" "STILL ALICE" 184 2015-04-01 1 "19:00" 1 10 18 "Wednesday" 18
"131" "tt3335556" "THE MOTHERHOOD ARCHIVES (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/559648>Purchase Tickets Online</a>)" 170 2014-02-18 2 "19:00" 1 10 17 "Tuesday" 17
"132" "tt3345206" "DAMNATION, co-presented by Friends of the River (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/1049871>Purchase Tickets Online</a>)" 638 2015-01-13 2 "19:00" 1 10 64 "Tuesday" 64
"133" "tt3374866" "PURGATORIO, featuring a post-film Q&A with director Rodrigo Reyes (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/823809>Purchase Tickets Online</a>)" 480 2014-10-28 2 "19:00" 1 10 48 "Tuesday" 48
"134" "tt3378038" "STATES OF GRACE, featuring a post-film Q&A with co-director Helen Cohen (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/1049816>Purchase Tickets Online</a>)" 675 2015-01-06 2 "19:00" 1 10 68 "Tuesday" 68
"135" "tt3387276" "SOUND AND CHAOS: THE STORY OF BC STUDIO, with post-film Q&A with Ryan Douglass and Martin Bisi (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/858341>Purchase Tickets Online</a>)" 343 2014-10-21 2 "19:00" 1 10 34 "Tuesday" 34
"136" "tt3410666" "PAY 2 PLAY, featuring a post-film Q&A with filmmaker John Ennis (<a target=”_blank” href=http://brownpapertickets.com/event/734021>Purchase Tickets Online</a>)" 110 2014-06-23 2 "18:45" 1 10 11 "Monday" 11
"137" "tt3416742" "WHAT WE DO IN THE SHADOWS" 583 2015-05-27 2 "21:00" 1 10 58 "Wednesday" 58
"138" "tt3472754" "OCCUPY THE FARM, featuring a post-film Q&A (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/1347670>Purchase Tickets Online</a>)" 920 2015-03-31 2 "19:00" 1 10 92 "Tuesday" 92
"139" "tt3525900" "3 STILL STANDING, featuring a post-film Q&A (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/2220529>Purchase Tickets Online</a>)" 242 2015-10-20 2 "19:00" 1 10 24 "Tuesday" 24
"140" "tt3576072" "REGARDING SUSAN SONTAG, co-presented by The Berkeley FILM Foundation and featuring a post-film Q&A with director Nancy Kates (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/1556273>Purchase Tickets Online</a>)" 673 2015-06-02 2 "18:45" 1 10 67 "Tuesday" 67
"141" "tt3690366" "HOW TO SMELL A ROSE: A VISIT WITH RICKY LEACOCK AT HIS FARM IN NORMANDY, featuring a post-film Q&A with director Gina Leibrecht (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/405?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 120 2016-03-08 2 "18:30" 1 10 12 "Tuesday" 12
"142" "tt3704008" "OF MEN AND WAR, featuring a post-film Q&A with director Laurent Becue-Renards and Fred Gusman (<a target=”_blank” href=http://brownpapertickets.com/event/2462794>Purchase Tickets Online</a>)" 10 2015-11-14 1 "14:45" 1 10 1 "Saturday" 1
"143" "tt3723828" "THIS AIN'T NO MOUSE MUSIC, co-presented by The Berkeley FILM Foundation and features a pre-film concert and a post-film Q&A(Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/1252507>Purchase Tickets Online</a>)" 747 2015-03-03 2 "18:45" 1 10 75 "Tuesday" 75
"144" "tt3779276" "FOUR WOMEN, ONE WORLD, co-presented by The Berkeley FILM Foundation and featuring a post-film Q&A with director Jason Cohen and co-producer/editor Tom Christopher (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/1556301>Purchase Tickets Online</a>)" 430 2015-07-07 2 "19:00" 1 10 43 "Tuesday" 43
"145" "tt3979094" "IN THE  IMAGE: PALESTINIAN WOMEN CAPTURE THE OCCUPATION, co-presented by the Berkeley FILM Foundation and featuring a post-film Q&A with the filmmakers Judith Montell and Emmy Scharlatt (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/2461570>Purchase Tickets Online</a>)" 260 2015-12-01 2 "19:00" 1 10 26 "Tuesday" 26
"146" "tt4154170" "KORLA, featuring a post-film Q&A with director John Turner (<a target=”_blank” href=http://brownpapertickets.com/event/2342245>Purchase Tickets Online</a>)" 499 2015-11-17 2 "19:00" 1 10 50 "Tuesday" 50
"147" "tt4200182" "ALL CONTAINED IN VOID, Presented by PERMATEMP FILMS & VIDEOGRAPHICA (<a target=”_blank” href=http://brownpapertickets.com/event/753473>Purchase Tickets Online</a>)" 820 2014-07-31 2 "19:00" 1 10 82 "Thursday" 82
"148" "tt4282926" "AN OMNIVOROUS FAMILY'S DILEMMA, co-presented by Factory Farming Awareness Coalition and featuring a post-film discussion (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/2188722>Purchase Tickets Online</a>)" 187 2015-09-08 2 "18:45" 1 10 19 "Tuesday" 19
"149" "tt0117603" "SET IT OFF, featuring a post-film discussion (Bechdel Test Movie Night) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/354?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>SOLD OUT BUT SECOND SHOW ADDED--BUY ADVANCE TICKETS</a>)" 2130 2016-02-21 2 "17:00" 2 9 237 "Sunday" 118
"150" "tt2281201" "DOIN IT IN THE PARK: PICK-UP BASKETBALL NY (<a target=”_blank” href=http://www.tugg.com/events/4418>Reserve Your Tickets Online</a>)" 918 2013-07-25 1 "19:00" 1 9 102 "Thursday" 102
"151" "tt2782392" "LITTLE SAINTS, featuring a post-film Q&A with director Oliver Quintanilla--TOTALLY SOLD OUT!!" 2548 2015-03-24 1 "21:30" 2 9 283 "Tuesday" 142
"152" "tt0032138" "THE WIZARD OF OZ" 54 2013-12-21 1 "14:45" 1 8 7 "Saturday" 7
"153" "tt0032138" "THE WIZARD OF OZ" 64 2013-12-23 1 "16:00" 1 8 8 "Monday" 8
"154" "tt0032138" "THE WIZARD OF OZ" 500 2013-12-25 1 "15:00" 1 8 62 "Wednesday" 62
"155" "tt0032138" "THE WIZARD OF OZ" 195 2013-12-26 2 "15:00" 1 8 24 "Thursday" 24
"156" "tt0034583" "CASABLANCA (<a target=”_blank” href=http://brownpapertickets.com/event/577682>Purchase Tickets Online</a>)" 758 2014-02-14 1 "19:15" 1 8 95 "Friday" 95
"157" "tt0038355" "THE BIG SLEEP (Party at the Parkway) (<a target=”_blank” href=http://brownpapertickets.com/event/465355>Purchase Tickets Online</a>)" 80 2013-09-29 2 "20:30" 1 8 10 "Sunday" 10
"158" "tt0040068" "ABBOTT AND COSTELLO MEET FRANKENSTEIN (Thrillville Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/466326>Purchase Tickets Online</a>)" 224 2013-10-27 1 "18:00" 1 8 28 "Sunday" 28
"159" "tt0040522" "THE BICYCLE THIEF a.k.a. Ladri di biciclette (Bike-centric Cinema) (<a target=”_blank” href=http://brownpapertickets.com/event/671888>Purchase Tickets Online</a>)" 248 2014-05-22 2 "21:30" 1 8 31 "Thursday" 31
"160" "tt0040613" "MR. BLANDINGS BUILDS HIS DREAM HOUSE, co-presented by The American Institute of Architects, East Bay Chapter (<a target=”_blank” href=http://brownpapertickets.com/event/852933>Purchase Tickets Online</a>)" 104 2014-09-27 2 "15:00" 1 8 13 "Saturday" 13
"161" "tt0040634" "ON OUR LAND, co-presented by the Oakland Institute and featuring a post-film discussion (Doc Night) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/244?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 390 2016-02-23 2 "19:00" 1 8 49 "Tuesday" 49
"162" "tt0041386" "THE FOUNTAINHEAD, co-presented by The American Institute of Architects, East Bay Chapter (<a target=”_blank” href=http://brownpapertickets.com/event/684228>Purchase Tickets Online</a>)" 264 2014-05-31 2 "15:00" 1 8 33 "Saturday" 33
"163" "tt0046876" "CREATURE FROM THE BLACK LAGOON (Nerve Wrackin' Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/669730>Purchase Tickets Online</a>)" 224 2014-06-07 2 "15:00" 1 8 28 "Saturday" 28
"164" "tt0047573" "THEM! (Thrillville Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/498092>Purchase Tickets Online</a>)" 178 2013-11-17 1 "18:00" 1 8 22 "Sunday" 22
"165" "tt0048215" "IT CAME FROM BENEATH THE SEA (Thrillville Theater) (<a target=”_blank” href=http://www.brownpapertickets.com/event/451810 >Purchase Tickets Online</a>)" 128 2013-09-01 1 "18:00" 1 8 16 "Sunday" 16
"166" "tt0048554" "REVENGE OF THE CREATURE (<a target=”_blank” href=http://brownpapertickets.com/event/451868>Purchase Tickets Online</a>) (Thrillville Theater)" 142 2013-09-22 2 "18:00" 1 8 18 "Sunday" 18
"167" "tt0048980,tt0044518" "THE RED BALLOON AND WHITE MANE (New Parkway Family Classics)" 93 2013-09-20 1 "16:00" 1 8 12 "Friday" 12
"168" "tt0048980,tt0044518" "THE RED BALLOON AND WHITE MANE (New Parkway Family Classics)" 152 2013-09-21 1 "12:30" 1 8 19 "Saturday" 19
"169" "tt0049408" "THE KING AND I (Party at the Parkway) (<a target=”_blank” href=http://brownpapertickets.com/event/2479178>Purchase Tickets Online</a>)" 320 2015-12-27 2 "13:00" 1 8 40 "Sunday" 40
"170" "tt0051036" "SWEET SMELL OF SUCCESS (Thrillville Theater's 17th Anniversary) (<a target=”_blank” href=http://brownpapertickets.com/event/596333>Purchase Tickets Online</a>)" 517 2014-04-03 2 "21:15" 1 8 65 "Thursday" 65
"171" "tt0051554" "HORROR OF DRACULA (Thrillville Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/466265>Purchase Tickets Online</a>)" 292 2013-10-13 2 "18:00" 1 8 36 "Sunday" 36
"172" "tt0053291" "SOME LIKE IT HOT (Classic Cinema Sunday) (<a target=”_blank” href=http://brownpapertickets.com/event/607091>Purchase Tickets Online</a>)" 97 2014-03-30 2 "15:00" 1 8 12 "Sunday" 12
"173" "tt0054135" "OCEAN'S 11 (1960) (<a target=”_blank” href=http://brownpapertickets.com/event/527740>Purchase Tickets Online</a>)" 265 2013-12-29 2 "18:00" 1 8 33 "Sunday" 33
"174" "tt0054215" "PSYCHO (Nerve Wrackin' Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/724197>Purchase Tickets Online</a>)" 168 2014-10-04 2 "15:00" 1 8 21 "Saturday" 21
"175" "tt0054215" "PSYCHO (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/330?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 327 2016-03-08 1 "20:55" 1 8 41 "Tuesday" 41
"176" "tt0054387" "THE TIME MACHINE (Thrillville Theater)(<a target=”_blank” href=http://brownpapertickets.com/event/498092>Purchase Tickets Online</a>)" 256 2013-11-24 1 "18:00" 1 8 32 "Sunday" 32
"177" "tt0057603" "BLACK SABBATH (Thrillville Theater)(<a target=”_blank” href=http://brownpapertickets.com/event/498082>Purchase Tickets Online</a>)" 164 2013-11-03 1 "18:00" 1 8 20 "Sunday" 20
"178" "tt0057693" "X - THE MAN WITH THE X-RAY EYES (Thrillville Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/596347>Purchase Tickets Online</a>)" 109 2014-04-17 2 "21:30" 1 8 14 "Thursday" 14
"179" "tt0058182" "A HARD DAY'S NIGHT (Staff Pick Night) (<a target=”_blank” href=http://brownpapertickets.com/event/808066>Purchase Tickets Online</a>)" 320 2014-09-05 1 "22:30" 1 8 40 "Friday" 40
"180" "tt0058182" "A HARD DAY'S NIGHT (Party at the Parkway) (<a target=”_blank” href=http://brownpapertickets.com/event/1017438>Purchase Tickets Online</a>)" 338 2014-12-07 2 "21:00" 1 8 42 "Sunday" 42
"181" "tt0058385" "MY FAIR LADY (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/313?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 23 2016-02-15 2 "12:50" 1 8 3 "Monday" 3
"182" "tt0058725" "VIVA LAS VEGAS (Thrillville Theater)" 150 2013-08-18 1 "18:00" 1 8 19 "Sunday" 19
"183" "tt0059079" "COME DRINK WITH ME (Martial Arts Matinee)(<a target=”_blank” href=http://brownpapertickets.com/event/509080>Purchase Tickets Online</a>)" 205 2013-11-23 2 "15:00" 1 8 26 "Saturday" 26
"184" "tt0059800" "THUNDERBALL (Thrillville Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/662670>Purchase Tickets Online</a>)" 112 2014-05-24 2 "15:00" 1 8 14 "Saturday" 14
"185" "tt0060277" "SWORD OF DOOM (Martial Arts Matinee) (<a target=”_blank” href=http://brownpapertickets.com/event/583878>Purchase Tickets Online</a>)" 256 2014-08-09 2 "15:00" 1 8 32 "Saturday" 32
"186" "tt0061184" "WHO'S AFRAID OF VIRGINIA WOOLF? (Classic Cinema Sunday) (<a target=”_blank” href=http://brownpapertickets.com>Purchase Tickets Online</a>)" 136 2014-02-23 2 "15:00" 1 8 17 "Sunday" 17
"187" "tt0062622" "2001: A SPACE ODYSSEY (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/1339845>Purchase Tickets Online</a>)" 482 2015-04-09 1 "21:00" 1 8 60 "Thursday" 60
"188" "tt0063350" "NIGHT OF THE LIVING DEAD (<a target=”_blank” href=http://brownpapertickets.com/event/2269055>Purchase Tickets Online</a>)" 394 2015-10-08 2 "21:20" 1 8 49 "Thursday" 49
"189" "tt0064757" "ON HER MAJESTY'S SECRET SERVICE (Thrillville Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/521874>Purchase Tickets Online</a>)" 170 2013-12-08 2 "18:20" 1 8 21 "Sunday" 21
"190" "tt0065856" "HOUSE OF DARK SHADOWS (Thrillville Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/588914>Purchase Tickets Online</a>)" 112 2014-03-06 2 "21:15" 1 8 14 "Thursday" 14
"191" "tt0066256" "PUFNSTUF (New Parkway Family Classics)" 108 2013-11-08 1 "16:00" 1 8 14 "Friday" 14
"192" "tt0066256" "PUFNSTUF (New Parkway Family Classics)" 120 2013-11-09 1 "12:30" 1 8 15 "Saturday" 15
"193" "tt0066921" "A CLOCKWORK ORANGE (New Parkway Cult Night) (<a target=”_blank” href=http://brownpapertickets.com/event/543147>Purchase Tickets Online</a>)" 324 2014-01-17 1 "22:30" 1 8 40 "Friday" 40
"194" "tt0067185" "HAROLD AND MAUDE (Blast from the Past) (<a target=”_blank” href=http://brownpapertickets.com/event/1668135>Purchase Tickets Online</a>)" 383 2015-06-25 2 "21:30" 1 8 48 "Thursday" 48
"195" "tt0067992" "WILLY WONKA AND THE CHOCOLATE FACTORY" 124 2014-09-19 2 "16:00" 1 8 16 "Friday" 16
"196" "tt0067992" "WILLY WONKA AND THE CHOCOLATE FACTORY (Free Outdoor Movie Night)" 188 2014-09-20 1 "19:30" 2 8 24 "Saturday" 12
"197" "tt0067992" "WILLY WONKA AND THE CHOCOLATE FACTORY" 32 2014-09-21 2 "12:45" 1 8 4 "Sunday" 4
"198" "tt0068284" "BLACULA (Spectrum Queer Media) (<a target=”_blank” href=http://brownpapertickets.com/event/485170>Purchase Tickets Online</a>)" 96 2013-10-20 1 "15:00" 1 8 12 "Sunday" 12
"199" "tt0068327" "CABARET presented by Lynn Breedlove (C L E V E R Screening Series) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/398644\">Purchase Tickets Online</a>" 196 2013-06-20 2 "18:30" 1 8 24 "Thursday" 24
"200" "tt0068646" "THE GODFATHER (Doc Night Double) (<a target=”_blank” href=http://brownpapertickets.com/event/2486573>Purchase Tickets Online</a>)" 148 2016-02-09 1 "20:45" 1 8 18 "Tuesday" 18
"201" "tt0069089" "PINK FLAMINGOS (New Parkway Cult Night) (<a target=”_blank” href=http://brownpapertickets.com/event/1376021>Purchase Tickets Online</a>)" 361 2015-03-20 1 "22:30" 1 8 45 "Friday" 45
"202" "tt0070800" "FIVE FINGERS OF DEATH (Martial Arts Matinee) (<a target=”_blank” href=http://www.brownpapertickets.com/event/483177>Purchase Tickets Online</a>)" 192 2013-10-12 2 "15:00" 1 8 24 "Saturday" 24
"203" "tt0071222" "BLACK CHRISTMAS (<a target=”_blank” href=http://brownpapertickets.com/event/527735>Purchase Tickets Online</a>)" 144 2013-12-15 1 "18:30" 1 8 18 "Sunday" 18
"204" "tt0071222" "BLACK CHRISTMAS (Nerve Wrackin' Theater) (<a target=”_blank” href=http://brownpapertickets.com/event/970165>Purchase Tickets Online</a>)" 88 2014-12-06 2 "15:00" 1 8 11 "Saturday" 11
"205" "tt0071517" "FOXY BROWN, featuring a post film discussuion with filmmaker Cheryl Dunye (The Bechdel Test Movie Night) (<a target=”_blank” href=http://brownpapertickets.com/event/2222262>Purchase Tickets Online</a>)" 830 2015-11-08 2 "17:00" 1 8 104 "Sunday" 104
"206" "tt0071615" "THE HOLY MOUNTAIN" 295 2014-11-08 2 "21:35" 1 8 37 "Saturday" 37
"207" "tt0071615" "THE HOLY MOUNTAIN" 303 2014-11-09 2 "20:10" 1 8 38 "Sunday" 38
"208" "tt0071615" "THE HOLY MOUNTAIN" 170 2014-11-10 1 "20:55" 1 8 21 "Monday" 21
"209" "tt0071615" "THE HOLY MOUNTAIN" 293 2014-11-11 1 "21:15" 1 8 37 "Tuesday" 37
"210" "tt0071695" "LONE WOLF AND CUB: WHITE HEAVEN IN HELL, co-presented by Soja Martial Arts (Martial Arts Matinee) (<a target=”_blank” href=http://brownpapertickets.com/event/1144034>Purchase Tickets Online</a>)" 128 2015-01-10 2 "15:00" 1 8 16 "Saturday" 16
"211" "tt0071853" "MONTY PYTHON AND THE HOLY GRAIL (New Parkway Cult Classics)(<a target=”_blank” href=http://brownpapertickets.com/event/485301>Purchase Tickets Online</a>)" 254 2013-10-18 2 "22:30" 1 8 32 "Friday" 32
